,time,open,high,low,close,volume,,,,,,
958,2021-06-23 13:30:00,132.322103233,132.44739869,132.301812102,132.310911264,117504,,,,,,
959,2021-06-23 13:00:00,132.520191985,132.556588632,132.283613779,132.320010426,106566,,,,,,
960,2021-06-23 12:30:00,132.583886117,132.711274382,132.511092823,132.538390308,89542,,,,,,
961,2021-06-23 12:00:00,132.465597014,132.583886117,132.183522999,132.583886117,144934,,,,,,
962,2021-06-23 11:30:00,132.556588632,132.620282764,132.383704558,132.465597014,151928,,,,,,
963,2021-06-23 11:00:00,132.538390308,132.611183602,132.356407073,132.556679623,153430,,,,,,
964,2021-06-23 10:30:00,132.411002043,132.711274382,132.347307911,132.565414819,191758,,,,,,
965,2021-06-23 10:00:00,133.239025764,133.302719897,132.411002043,132.429200367,275357,,,,,,
966,2021-06-23 09:30:00,133.402810676,133.57569475,133.211728279,133.211728279,1799,,,,,,
967,2021-06-23 09:00:00,133.175331632,133.402810676,133.175331632,133.402810676,209430,,,,,,
968,2021-06-23 07:30:00,133.439207323,133.439207323,133.439207323,133.439207323,166,,,,,,
969,2021-06-22 18:00:00,132.947852588,132.947852588,132.938753426,132.938753426,577,,,,,,
970,2021-06-22 16:30:00,133.175331632,133.220827441,133.175331632,133.175331632,99617,,,,,,
971,2021-06-22 16:00:00,133.298170316,133.357314867,133.038844205,133.157133308,328874,,,,,,
972,2021-06-22 15:30:00,132.966050911,133.348215705,132.966050911,133.275968361,155349,,,,,,
973,2021-06-22 15:00:00,132.85686097,133.129835823,132.838662646,132.956951749,96253,,,,,,
974,2021-06-22 14:30:00,132.800901125,132.865960132,132.70217522,132.85686097,92351,,,,,,
975,2021-06-22 14:00:00,132.993348397,132.993348397,132.784067676,132.809909295,85808,,,,,,
976,2021-06-22 13:30:00,132.747671029,133.002447558,132.747671029,132.975150073,78130,,,,,,
977,2021-06-22 13:00:00,132.70217522,132.793166838,132.615733183,132.765869352,85586,,,,,,
978,2021-06-22 12:30:00,132.902356779,132.920555102,132.629381926,132.70217522,112441,,,,,,
979,2021-06-22 12:00:00,133.211728279,133.257224088,132.870509713,132.884158455,97382,,,,,,
980,2021-06-22 11:30:00,133.311819058,133.584793911,133.193529955,133.227378837,152949,,,,,,
981,2021-06-22 11:00:00,133.102538338,133.339116544,133.034294624,133.298170316,152884,,,,,,
982,2021-06-22 10:30:00,132.474696176,133.120736661,132.283613779,133.075240852,227665,,,,,,
